age,gender,height,weight,activity_level,goal,protein,carbs,fats,water
45,male,185,57,moderate,maintenance,114.0,219.5,62.7,2.29
29,male,167,99,active,cutting,217.8,309.4,99.0,4.07
18,female,177,59,sedentary,cutting,129.8,147.5,47.2,2.07
41,male,190,81,moderate,maintenance,162.0,311.9,89.1,3.14
46,female,197,62,active,bulking,124.0,387.5,93.0,2.77
40,male,162,71,sedentary,cutting,156.2,177.5,56.8,2.49
56,male,182,81,sedentary,cutting,178.2,202.5,64.8,2.84
30,female,195,96,active,cutting,211.2,300.0,96.0,3.96
25,female,186,88,sedentary,bulking,176.0,440.0,105.6,3.08
46,male,190,46,moderate,bulking,92.0,253.0,60.7,1.91
30,female,182,64,moderate,cutting,140.8,176.0,56.3,2.54
28,male,171,82,active,bulking,164.0,512.5,123.0,3.47
35,female,159,59,sedentary,maintenance,118.0,206.5,59.0,2.07
35,male,152,87,sedentary,maintenance,174.0,304.5,87.0,3.05
52,female,170,72,active,cutting,158.4,225.0,72.0,3.12
43,male,189,66,active,maintenance,132.0,288.8,82.5,2.91
34,female,159,80,sedentary,cutting,176.0,200.0,64.0,2.8
51,male,156,88,active,bulking,176.0,550.0,132.0,3.68
42,female,175,93,sedentary,cutting,204.6,232.5,74.4,3.26
33,female,198,57,active,bulking,114.0,356.2,85.5,2.6
29,male,183,78,active,bulking,156.0,487.5,117.0,3.33
56,male,164,74,sedentary,cutting,162.8,185.0,59.2,2.59
51,male,195,86,sedentary,bulking,172.0,430.0,103.2,3.01
54,female,152,66,sedentary,maintenance,132.0,231.0,66.0,2.31
29,male,154,49,sedentary,maintenance,98.0,171.5,49.0,1.72
23,female,178,84,moderate,bulking,168.0,462.0,110.9,3.24
31,female,164,73,moderate,maintenance,146.0,281.1,80.3,2.85
31,male,169,84,moderate,maintenance,168.0,323.4,92.4,3.24
33,female,182,74,active,bulking,148.0,462.5,111.0,3.19
57,male,181,89,sedentary,bulking,178.0,445.0,106.8,3.12
44,male,172,52,active,bulking,104.0,325.0,78.0,2.42
25,female,195,73,active,bulking,146.0,456.2,109.5,3.16
28,male,197,51,moderate,cutting,112.2,140.2,44.9,2.08
39,female,190,87,moderate,maintenance,174.0,335.0,95.7,3.35
30,female,165,65,sedentary,cutting,143.0,162.5,52.0,2.28
55,male,197,74,moderate,maintenance,148.0,284.9,81.4,2.89
48,female,167,45,active,maintenance,90.0,196.9,56.2,2.18
32,female,187,68,active,bulking,136.0,425.0,102.0,2.98
59,male,157,93,active,bulking,186.0,581.2,139.5,3.86
49,female,156,60,active,maintenance,120.0,262.5,75.0,2.7
34,male,182,60,active,cutting,132.0,187.5,60.0,2.7
52,female,163,94,active,bulking,188.0,587.5,141.0,3.89
39,male,169,55,active,maintenance,110.0,240.6,68.8,2.53
26,female,190,50,active,maintenance,100.0,218.8,62.5,2.35
22,male,164,65,sedentary,maintenance,130.0,227.5,65.0,2.28
37,female,183,86,moderate,cutting,189.2,236.5,75.7,3.31
32,female,159,55,sedentary,maintenance,110.0,192.5,55.0,1.93
38,male,187,55,sedentary,bulking,110.0,275.0,66.0,1.93
20,female,183,83,moderate,maintenance,166.0,319.6,91.3,3.21
57,male,159,81,moderate,cutting,178.2,222.8,71.3,3.14
44,female,181,64,active,cutting,140.8,200.0,64.0,2.84
52,female,187,72,moderate,bulking,144.0,396.0,95.0,2.82
49,female,163,89,sedentary,cutting,195.8,222.5,71.2,3.12
25,male,179,72,moderate,maintenance,144.0,277.2,79.2,2.82
50,female,152,65,sedentary,maintenance,130.0,227.5,65.0,2.28
20,female,164,70,active,maintenance,140.0,306.2,87.5,3.05
36,female,194,65,active,maintenance,130.0,284.4,81.2,2.88
36,female,171,98,sedentary,cutting,215.6,245.0,78.4,3.43
43,male,169,90,active,bulking,180.0,562.5,135.0,3.75
19,female,167,67,moderate,cutting,147.4,184.3,59.0,2.65
22,female,165,91,active,bulking,182.0,568.8,136.5,3.79
26,female,186,72,sedentary,cutting,158.4,180.0,57.6,2.52
39,male,191,68,active,cutting,149.6,212.5,68.0,2.98
47,male,188,83,moderate,cutting,182.6,228.3,73.0,3.21
53,female,172,58,sedentary,maintenance,116.0,203.0,58.0,2.03
38,male,181,46,active,bulking,92.0,287.5,69.0,2.21
54,female,150,57,moderate,maintenance,114.0,219.5,62.7,2.29
50,male,180,80,moderate,bulking,160.0,440.0,105.6,3.1
49,male,155,51,sedentary,bulking,102.0,255.0,61.2,1.79
34,female,191,93,active,maintenance,186.0,406.9,116.2,3.86
25,female,181,92,moderate,maintenance,184.0,354.2,101.2,3.52
25,female,170,79,active,bulking,158.0,493.8,118.5,3.37
36,male,198,61,moderate,bulking,122.0,335.5,80.5,2.44
57,female,154,84,active,bulking,168.0,525.0,126.0,3.54
56,female,176,58,active,maintenance,116.0,253.8,72.5,2.63
25,male,151,52,active,cutting,114.4,162.5,52.0,2.42
29,male,168,84,active,cutting,184.8,262.5,84.0,3.54
18,male,175,65,sedentary,cutting,143.0,162.5,52.0,2.28
24,female,165,75,active,cutting,165.0,234.4,75.0,3.23
41,male,186,73,active,cutting,160.6,228.1,73.0,3.16
49,female,185,74,sedentary,maintenance,148.0,259.0,74.0,2.59
26,male,156,64,sedentary,bulking,128.0,320.0,76.8,2.24
37,male,150,46,active,bulking,92.0,287.5,69.0,2.21
34,male,159,54,moderate,cutting,118.8,148.5,47.5,2.19
42,male,155,48,sedentary,maintenance,96.0,168.0,48.0,1.68
30,female,193,65,moderate,maintenance,130.0,250.3,71.5,2.58
41,female,151,50,active,cutting,110.0,156.2,50.0,2.35
19,male,169,77,active,maintenance,154.0,336.9,96.2,3.3
46,female,163,83,sedentary,cutting,182.6,207.5,66.4,2.91
18,female,180,65,moderate,cutting,143.0,178.8,57.2,2.58
52,female,153,62,active,maintenance,124.0,271.2,77.5,2.77
36,female,166,60,moderate,cutting,132.0,165.0,52.8,2.4
58,male,181,56,sedentary,cutting,123.2,140.0,44.8,1.96
56,male,181,81,sedentary,maintenance,162.0,283.5,81.0,2.84
27,male,187,89,moderate,cutting,195.8,244.8,78.3,3.42
38,male,197,98,moderate,bulking,196.0,539.0,129.4,3.73
21,male,187,63,moderate,bulking,126.0,346.5,83.2,2.5
59,male,191,90,active,bulking,180.0,562.5,135.0,3.75
57,female,186,88,moderate,cutting,193.6,242.0,77.4,3.38
34,male,166,60,moderate,maintenance,120.0,231.0,66.0,2.4
28,male,170,54,moderate,cutting,118.8,148.5,47.5,2.19
33,female,172,51,active,cutting,112.2,159.4,51.0,2.39
31,male,187,85,moderate,maintenance,170.0,327.2,93.5,3.27
57,male,165,51,moderate,cutting,112.2,140.2,44.9,2.08
18,female,193,97,sedentary,bulking,194.0,485.0,116.4,3.4
33,male,176,67,active,cutting,147.4,209.4,67.0,2.95
36,female,167,54,moderate,bulking,108.0,297.0,71.3,2.19
31,male,163,99,moderate,bulking,198.0,544.5,130.7,3.77
39,male,185,64,moderate,maintenance,128.0,246.4,70.4,2.54
22,female,188,56,moderate,cutting,123.2,154.0,49.3,2.26
43,female,196,89,active,bulking,178.0,556.2,133.5,3.72
59,male,195,46,moderate,cutting,101.2,126.5,40.5,1.91
27,female,161,66,sedentary,bulking,132.0,330.0,79.2,2.31
22,female,180,59,sedentary,maintenance,118.0,206.5,59.0,2.07
45,female,186,55,moderate,bulking,110.0,302.5,72.6,2.23
45,male,170,96,sedentary,maintenance,192.0,336.0,96.0,3.36
31,female,169,94,active,bulking,188.0,587.5,141.0,3.89
50,male,186,62,moderate,maintenance,124.0,238.7,68.2,2.47
53,male,173,82,active,cutting,180.4,256.2,82.0,3.47
35,male,179,62,moderate,maintenance,124.0,238.7,68.2,2.47
28,female,184,90,sedentary,cutting,198.0,225.0,72.0,3.15
44,female,192,65,active,cutting,143.0,203.1,65.0,2.88
36,male,179,59,sedentary,cutting,129.8,147.5,47.2,2.07
51,male,192,72,active,cutting,158.4,225.0,72.0,3.12
26,female,199,48,sedentary,maintenance,96.0,168.0,48.0,1.68
28,male,196,94,moderate,cutting,206.8,258.5,82.7,3.59
44,male,185,69,sedentary,maintenance,138.0,241.5,69.0,2.42
35,male,166,95,moderate,maintenance,190.0,365.8,104.5,3.62
30,male,153,87,active,bulking,174.0,543.8,130.5,3.65
54,male,178,49,active,bulking,98.0,306.2,73.5,2.31
26,female,184,97,active,cutting,213.4,303.1,97.0,4.0
36,female,152,97,moderate,bulking,194.0,533.5,128.0,3.7
57,female,159,65,sedentary,maintenance,130.0,227.5,65.0,2.28
58,female,194,57,moderate,cutting,125.4,156.8,50.2,2.29
44,female,162,98,moderate,cutting,215.6,269.5,86.2,3.73
29,female,150,61,active,cutting,134.2,190.6,61.0,2.74
29,male,182,85,sedentary,bulking,170.0,425.0,102.0,2.98
57,female,162,98,active,cutting,215.6,306.2,98.0,4.03
20,male,161,87,active,maintenance,174.0,380.6,108.8,3.65
50,male,162,97,moderate,bulking,194.0,533.5,128.0,3.7
47,male,183,59,active,bulking,118.0,368.8,88.5,2.67
50,female,184,97,active,maintenance,194.0,424.4,121.2,4.0
39,male,174,84,active,maintenance,168.0,367.5,105.0,3.54
50,female,166,66,sedentary,maintenance,132.0,231.0,66.0,2.31
24,female,199,62,sedentary,maintenance,124.0,217.0,62.0,2.17
32,male,178,45,sedentary,cutting,99.0,112.5,36.0,1.58
56,male,163,85,sedentary,maintenance,170.0,297.5,85.0,2.98
24,female,187,70,moderate,cutting,154.0,192.5,61.6,2.75
37,female,191,88,active,bulking,176.0,550.0,132.0,3.68
48,female,167,46,active,bulking,92.0,287.5,69.0,2.21
20,female,165,96,active,maintenance,192.0,420.0,120.0,3.96
57,male,188,62,active,bulking,124.0,387.5,93.0,2.77
32,female,196,52,active,maintenance,104.0,227.5,65.0,2.42
46,female,180,75,active,bulking,150.0,468.8,112.5,3.23
26,male,174,50,sedentary,bulking,100.0,250.0,60.0,1.75
39,male,197,90,active,maintenance,180.0,393.8,112.5,3.75
21,female,190,92,active,bulking,184.0,575.0,138.0,3.82
20,male,190,45,active,bulking,90.0,281.2,67.5,2.18
59,male,157,56,active,maintenance,112.0,245.0,70.0,2.56
18,female,163,98,active,cutting,215.6,306.2,98.0,4.03
36,male,197,66,sedentary,maintenance,132.0,231.0,66.0,2.31
42,male,193,82,active,maintenance,164.0,358.8,102.5,3.47
41,male,180,73,sedentary,bulking,146.0,365.0,87.6,2.56
43,male,150,78,active,cutting,171.6,243.8,78.0,3.33
26,male,165,77,sedentary,maintenance,154.0,269.5,77.0,2.7
27,female,182,71,moderate,cutting,156.2,195.3,62.5,2.79
29,female,176,81,active,bulking,162.0,506.2,121.5,3.44
55,male,195,68,moderate,maintenance,136.0,261.8,74.8,2.68
38,female,185,80,active,cutting,176.0,250.0,80.0,3.4
20,female,154,74,active,maintenance,148.0,323.8,92.5,3.19
28,female,172,51,active,bulking,102.0,318.8,76.5,2.39
33,female,190,71,active,cutting,156.2,221.9,71.0,3.09
22,male,158,90,active,maintenance,180.0,393.8,112.5,3.75
43,male,152,71,moderate,bulking,142.0,390.5,93.7,2.79
41,female,190,91,active,bulking,182.0,568.8,136.5,3.79
50,female,166,72,active,bulking,144.0,450.0,108.0,3.12
18,male,197,82,moderate,maintenance,164.0,315.7,90.2,3.17
27,female,190,81,sedentary,cutting,178.2,202.5,64.8,2.84
55,female,192,72,active,maintenance,144.0,315.0,90.0,3.12
52,male,187,92,moderate,maintenance,184.0,354.2,101.2,3.52
48,female,154,83,moderate,cutting,182.6,228.3,73.0,3.21
29,male,167,60,active,bulking,120.0,375.0,90.0,2.7
27,male,166,66,active,cutting,145.2,206.2,66.0,2.91
29,female,152,63,moderate,bulking,126.0,346.5,83.2,2.5
19,female,199,72,active,maintenance,144.0,315.0,90.0,3.12
29,male,174,58,sedentary,cutting,127.6,145.0,46.4,2.03
58,male,186,94,active,bulking,188.0,587.5,141.0,3.89
28,male,190,81,moderate,maintenance,162.0,311.9,89.1,3.14
40,male,157,73,sedentary,maintenance,146.0,255.5,73.0,2.56
44,female,176,56,active,cutting,123.2,175.0,56.0,2.56
49,female,194,55,sedentary,maintenance,110.0,192.5,55.0,1.93
22,male,184,92,sedentary,maintenance,184.0,322.0,92.0,3.22
18,female,197,58,sedentary,maintenance,116.0,203.0,58.0,2.03
59,female,195,56,moderate,cutting,123.2,154.0,49.3,2.26
45,female,179,64,moderate,maintenance,128.0,246.4,70.4,2.54
32,male,167,82,active,bulking,164.0,512.5,123.0,3.47
27,male,180,71,active,cutting,156.2,221.9,71.0,3.09
47,female,165,82,moderate,cutting,180.4,225.5,72.2,3.17
40,female,175,74,moderate,maintenance,148.0,284.9,81.4,2.89
32,female,198,46,active,cutting,101.2,143.8,46.0,2.21
40,female,170,78,moderate,cutting,171.6,214.5,68.6,3.03
57,male,182,88,sedentary,bulking,176.0,440.0,105.6,3.08
38,male,180,79,active,maintenance,158.0,345.6,98.8,3.37
32,male,193,73,moderate,maintenance,146.0,281.1,80.3,2.85
41,female,198,49,active,bulking,98.0,306.2,73.5,2.31
18,female,170,99,moderate,cutting,217.8,272.2,87.1,3.77
53,male,159,57,sedentary,maintenance,114.0,199.5,57.0,2.0
48,male,162,71,sedentary,maintenance,142.0,248.5,71.0,2.49
32,female,159,99,sedentary,cutting,217.8,247.5,79.2,3.47
43,male,192,79,moderate,bulking,158.0,434.5,104.3,3.06
48,male,172,64,active,bulking,128.0,400.0,96.0,2.84
23,male,180,62,moderate,cutting,136.4,170.5,54.6,2.47
20,female,175,57,moderate,bulking,114.0,313.5,75.2,2.29
34,male,164,57,sedentary,maintenance,114.0,199.5,57.0,2.0
52,male,191,87,active,cutting,191.4,271.9,87.0,3.65
53,female,175,68,moderate,cutting,149.6,187.0,59.8,2.68
27,female,196,85,moderate,bulking,170.0,467.5,112.2,3.27
30,male,194,92,sedentary,bulking,184.0,460.0,110.4,3.22
32,male,155,69,sedentary,maintenance,138.0,241.5,69.0,2.42
52,male,172,47,moderate,bulking,94.0,258.5,62.0,1.95
40,male,179,61,sedentary,maintenance,122.0,213.5,61.0,2.14
28,female,184,64,moderate,bulking,128.0,352.0,84.5,2.54
56,female,197,51,moderate,bulking,102.0,280.5,67.3,2.08
29,male,174,53,moderate,maintenance,106.0,204.1,58.3,2.16
44,male,199,48,moderate,cutting,105.6,132.0,42.2,1.98
30,male,179,66,moderate,cutting,145.2,181.5,58.1,2.61
42,female,151,55,moderate,maintenance,110.0,211.8,60.5,2.23
37,male,172,45,moderate,maintenance,90.0,173.2,49.5,1.88
52,male,166,84,sedentary,cutting,184.8,210.0,67.2,2.94
28,male,167,56,active,maintenance,112.0,245.0,70.0,2.56
35,female,193,95,sedentary,cutting,209.0,237.5,76.0,3.33
42,female,177,77,sedentary,maintenance,154.0,269.5,77.0,2.7
59,male,170,88,active,cutting,193.6,275.0,88.0,3.68
34,female,164,54,sedentary,cutting,118.8,135.0,43.2,1.89
44,male,182,64,sedentary,maintenance,128.0,224.0,64.0,2.24
20,male,160,96,sedentary,cutting,211.2,240.0,76.8,3.36
52,male,188,79,sedentary,cutting,173.8,197.5,63.2,2.77
18,male,199,46,sedentary,bulking,92.0,230.0,55.2,1.61
52,female,164,98,active,cutting,215.6,306.2,98.0,4.03
21,male,160,49,moderate,maintenance,98.0,188.7,53.9,2.02
52,female,161,77,moderate,bulking,154.0,423.5,101.6,3.0
30,female,162,67,active,cutting,147.4,209.4,67.0,2.95
44,male,171,54,active,bulking,108.0,337.5,81.0,2.49
41,female,171,91,active,cutting,200.2,284.4,91.0,3.79
44,female,152,71,moderate,cutting,156.2,195.3,62.5,2.79
18,male,193,75,active,maintenance,150.0,328.1,93.8,3.23
59,male,174,81,moderate,cutting,178.2,222.8,71.3,3.14
49,female,175,47,active,maintenance,94.0,205.6,58.8,2.25
29,male,159,77,sedentary,maintenance,154.0,269.5,77.0,2.7
23,female,158,76,sedentary,bulking,152.0,380.0,91.2,2.66
59,male,181,98,moderate,cutting,215.6,269.5,86.2,3.73
32,male,179,55,sedentary,bulking,110.0,275.0,66.0,1.93
19,female,151,81,moderate,cutting,178.2,222.8,71.3,3.14
45,male,172,72,sedentary,maintenance,144.0,252.0,72.0,2.52
51,female,171,46,active,maintenance,92.0,201.2,57.5,2.21
56,male,159,50,active,bulking,100.0,312.5,75.0,2.35
43,male,172,64,sedentary,bulking,128.0,320.0,76.8,2.24
24,female,176,96,moderate,maintenance,192.0,369.6,105.6,3.66
54,female,198,89,active,cutting,195.8,278.1,89.0,3.72
38,female,152,92,moderate,cutting,202.4,253.0,81.0,3.52
20,female,182,77,moderate,bulking,154.0,423.5,101.6,3.0
44,male,153,53,sedentary,cutting,116.6,132.5,42.4,1.86
58,male,169,96,sedentary,maintenance,192.0,336.0,96.0,3.36
45,female,178,96,moderate,maintenance,192.0,369.6,105.6,3.66
56,female,169,47,active,maintenance,94.0,205.6,58.8,2.25
26,female,177,68,sedentary,bulking,136.0,340.0,81.6,2.38
39,female,173,65,moderate,maintenance,130.0,250.3,71.5,2.58
27,female,186,78,sedentary,maintenance,156.0,273.0,78.0,2.73
39,female,195,58,sedentary,maintenance,116.0,203.0,58.0,2.03
21,male,173,93,active,cutting,204.6,290.6,93.0,3.86
50,female,159,60,moderate,cutting,132.0,165.0,52.8,2.4
32,female,158,48,sedentary,cutting,105.6,120.0,38.4,1.68
59,female,151,94,sedentary,maintenance,188.0,329.0,94.0,3.29
39,male,163,96,sedentary,maintenance,192.0,336.0,96.0,3.36
49,female,193,54,active,bulking,108.0,337.5,81.0,2.49
45,male,191,71,active,cutting,156.2,221.9,71.0,3.09
48,male,196,87,sedentary,bulking,174.0,435.0,104.4,3.05
39,male,170,87,sedentary,cutting,191.4,217.5,69.6,3.05
51,female,177,92,moderate,maintenance,184.0,354.2,101.2,3.52
25,male,182,52,moderate,cutting,114.4,143.0,45.8,2.12
45,female,154,47,moderate,bulking,94.0,258.5,62.0,1.95
20,male,164,45,moderate,cutting,99.0,123.8,39.6,1.88
56,male,167,69,active,maintenance,138.0,301.9,86.2,3.02
22,female,176,83,active,maintenance,166.0,363.1,103.8,3.51
25,male,151,49,sedentary,maintenance,98.0,171.5,49.0,1.72
37,female,174,53,sedentary,bulking,106.0,265.0,63.6,1.86
27,female,182,60,sedentary,maintenance,120.0,210.0,60.0,2.1
42,male,164,80,active,cutting,176.0,250.0,80.0,3.4
38,male,151,57,active,maintenance,114.0,249.4,71.2,2.6
38,female,163,52,sedentary,maintenance,104.0,182.0,52.0,1.82
19,male,167,68,moderate,bulking,136.0,374.0,89.8,2.68
29,female,181,45,moderate,maintenance,90.0,173.2,49.5,1.88
23,female,169,54,active,maintenance,108.0,236.2,67.5,2.49
45,male,153,95,moderate,cutting,209.0,261.2,83.6,3.62
32,female,197,77,active,cutting,169.4,240.6,77.0,3.3
57,male,158,94,active,bulking,188.0,587.5,141.0,3.89
39,female,174,97,moderate,cutting,213.4,266.8,85.4,3.7
42,female,181,79,active,bulking,158.0,493.8,118.5,3.37
36,female,197,53,moderate,maintenance,106.0,204.1,58.3,2.16
50,female,168,93,moderate,cutting,204.6,255.8,81.8,3.56
42,female,179,91,moderate,bulking,182.0,500.5,120.1,3.49
25,female,151,86,moderate,cutting,189.2,236.5,75.7,3.31
50,male,186,85,sedentary,bulking,170.0,425.0,102.0,2.98
41,female,196,92,sedentary,bulking,184.0,460.0,110.4,3.22
26,male,181,66,active,maintenance,132.0,288.8,82.5,2.91
29,female,186,65,sedentary,maintenance,130.0,227.5,65.0,2.28
53,female,174,79,sedentary,maintenance,158.0,276.5,79.0,2.77
52,male,165,96,active,cutting,211.2,300.0,96.0,3.96
46,male,156,61,sedentary,maintenance,122.0,213.5,61.0,2.14
59,male,156,73,moderate,bulking,146.0,401.5,96.4,2.85
48,male,157,53,active,maintenance,106.0,231.9,66.2,2.46
53,male,195,80,sedentary,cutting,176.0,200.0,64.0,2.8
19,male,181,75,sedentary,bulking,150.0,375.0,90.0,2.63
22,male,153,65,sedentary,maintenance,130.0,227.5,65.0,2.28
44,female,150,65,sedentary,bulking,130.0,325.0,78.0,2.28
26,female,156,57,moderate,cutting,125.4,156.8,50.2,2.29
46,male,175,91,moderate,bulking,182.0,500.5,120.1,3.49
24,female,190,93,moderate,cutting,204.6,255.8,81.8,3.56
34,male,151,51,moderate,bulking,102.0,280.5,67.3,2.08
58,male,184,66,active,bulking,132.0,412.5,99.0,2.91
18,female,157,63,sedentary,maintenance,126.0,220.5,63.0,2.21
25,male,192,62,moderate,cutting,136.4,170.5,54.6,2.47
32,female,178,53,active,cutting,116.6,165.6,53.0,2.46
52,female,151,45,moderate,bulking,90.0,247.5,59.4,1.88
32,female,190,95,sedentary,bulking,190.0,475.0,114.0,3.33
47,female,195,64,moderate,bulking,128.0,352.0,84.5,2.54
19,male,169,62,sedentary,bulking,124.0,310.0,74.4,2.17
59,female,174,93,moderate,maintenance,186.0,358.1,102.3,3.56
21,male,177,85,sedentary,bulking,170.0,425.0,102.0,2.98
20,male,178,91,sedentary,maintenance,182.0,318.5,91.0,3.19
40,male,191,73,active,cutting,160.6,228.1,73.0,3.16
48,female,166,76,sedentary,cutting,167.2,190.0,60.8,2.66
42,female,173,52,moderate,bulking,104.0,286.0,68.6,2.12
36,female,157,49,moderate,cutting,107.8,134.8,43.1,2.02
39,male,164,58,moderate,cutting,127.6,159.5,51.0,2.33
24,female,178,78,moderate,bulking,156.0,429.0,103.0,3.03
18,female,199,89,sedentary,cutting,195.8,222.5,71.2,3.12
59,male,182,78,sedentary,cutting,171.6,195.0,62.4,2.73
20,male,179,76,sedentary,cutting,167.2,190.0,60.8,2.66
56,female,151,93,sedentary,cutting,204.6,232.5,74.4,3.26
29,male,172,90,active,maintenance,180.0,393.8,112.5,3.75
39,male,185,58,active,bulking,116.0,362.5,87.0,2.63
48,female,195,47,sedentary,cutting,103.4,117.5,37.6,1.65
56,male,178,62,moderate,maintenance,124.0,238.7,68.2,2.47
49,male,156,56,moderate,maintenance,112.0,215.6,61.6,2.26
59,male,193,82,active,maintenance,164.0,358.8,102.5,3.47
46,male,156,56,sedentary,maintenance,112.0,196.0,56.0,1.96
34,male,190,55,active,bulking,110.0,343.8,82.5,2.53
35,female,192,55,active,bulking,110.0,343.8,82.5,2.53
38,male,176,91,active,bulking,182.0,568.8,136.5,3.79
37,female,195,87,sedentary,maintenance,174.0,304.5,87.0,3.05
55,male,181,58,active,bulking,116.0,362.5,87.0,2.63
21,male,166,99,sedentary,maintenance,198.0,346.5,99.0,3.47
31,male,179,89,sedentary,cutting,195.8,222.5,71.2,3.12
31,male,162,76,sedentary,maintenance,152.0,266.0,76.0,2.66
51,female,189,73,moderate,maintenance,146.0,281.1,80.3,2.85
49,male,185,91,active,cutting,200.2,284.4,91.0,3.79
49,female,181,77,active,maintenance,154.0,336.9,96.2,3.3
18,female,174,85,moderate,bulking,170.0,467.5,112.2,3.27
34,male,156,54,moderate,cutting,118.8,148.5,47.5,2.19
37,male,172,55,moderate,bulking,110.0,302.5,72.6,2.23
38,female,182,80,moderate,bulking,160.0,440.0,105.6,3.1
24,male,151,48,active,bulking,96.0,300.0,72.0,2.28
48,male,155,81,sedentary,bulking,162.0,405.0,97.2,2.84
30,male,150,91,moderate,cutting,200.2,250.3,80.1,3.49
35,female,187,93,active,maintenance,186.0,406.9,116.2,3.86
38,female,192,60,sedentary,maintenance,120.0,210.0,60.0,2.1
43,female,160,57,sedentary,bulking,114.0,285.0,68.4,2.0
22,male,197,57,active,maintenance,114.0,249.4,71.2,2.6
36,female,153,62,moderate,bulking,124.0,341.0,81.8,2.47
55,female,188,73,moderate,maintenance,146.0,281.1,80.3,2.85
51,male,152,53,active,cutting,116.6,165.6,53.0,2.46
40,male,182,92,sedentary,maintenance,184.0,322.0,92.0,3.22
45,male,161,48,active,cutting,105.6,150.0,48.0,2.28
37,female,180,96,sedentary,bulking,192.0,480.0,115.2,3.36
48,female,173,63,sedentary,bulking,126.0,315.0,75.6,2.21
41,female,186,93,sedentary,bulking,186.0,465.0,111.6,3.26
38,male,167,81,active,cutting,178.2,253.1,81.0,3.44
31,female,169,69,moderate,cutting,151.8,189.8,60.7,2.71
42,male,184,86,sedentary,maintenance,172.0,301.0,86.0,3.01
48,male,199,54,moderate,maintenance,108.0,207.9,59.4,2.19
51,male,184,58,moderate,cutting,127.6,159.5,51.0,2.33
50,female,168,91,moderate,bulking,182.0,500.5,120.1,3.49
37,female,173,76,moderate,maintenance,152.0,292.6,83.6,2.96
36,male,187,91,moderate,cutting,200.2,250.3,80.1,3.49
42,female,169,81,moderate,bulking,162.0,445.5,106.9,3.14
49,female,178,73,moderate,bulking,146.0,401.5,96.4,2.85
50,female,165,62,moderate,maintenance,124.0,238.7,68.2,2.47
32,female,172,67,active,cutting,147.4,209.4,67.0,2.95
43,male,190,94,sedentary,cutting,206.8,235.0,75.2,3.29
30,female,165,97,sedentary,cutting,213.4,242.5,77.6,3.4
31,male,171,81,moderate,maintenance,162.0,311.9,89.1,3.14
41,male,161,56,moderate,bulking,112.0,308.0,73.9,2.26
18,female,162,97,active,cutting,213.4,303.1,97.0,4.0
27,female,178,60,sedentary,bulking,120.0,300.0,72.0,2.1
29,male,176,94,moderate,bulking,188.0,517.0,124.1,3.59
41,male,152,46,active,bulking,92.0,287.5,69.0,2.21
59,female,166,87,sedentary,cutting,191.4,217.5,69.6,3.05
49,male,155,45,moderate,cutting,99.0,123.8,39.6,1.88
51,female,170,97,moderate,cutting,213.4,266.8,85.4,3.7
57,male,175,77,sedentary,maintenance,154.0,269.5,77.0,2.7
18,male,183,88,moderate,maintenance,176.0,338.8,96.8,3.38
32,female,192,61,active,bulking,122.0,381.2,91.5,2.74
52,male,179,47,moderate,bulking,94.0,258.5,62.0,1.95
40,male,160,70,sedentary,maintenance,140.0,245.0,70.0,2.45
29,female,163,78,sedentary,cutting,171.6,195.0,62.4,2.73
18,male,198,64,sedentary,maintenance,128.0,224.0,64.0,2.24
30,male,190,86,active,bulking,172.0,537.5,129.0,3.61
38,male,186,89,moderate,bulking,178.0,489.5,117.5,3.42
58,male,196,76,active,maintenance,152.0,332.5,95.0,3.26
58,male,165,61,moderate,cutting,134.2,167.8,53.7,2.44
52,female,196,65,sedentary,bulking,130.0,325.0,78.0,2.28
39,male,170,50,sedentary,bulking,100.0,250.0,60.0,1.75
52,female,190,94,active,maintenance,188.0,411.2,117.5,3.89
48,male,167,47,sedentary,bulking,94.0,235.0,56.4,1.65
31,male,158,69,active,cutting,151.8,215.6,69.0,3.02
59,female,169,98,active,cutting,215.6,306.2,98.0,4.03
29,male,199,89,active,maintenance,178.0,389.4,111.2,3.72
54,male,169,54,sedentary,maintenance,108.0,189.0,54.0,1.89
47,male,188,65,sedentary,bulking,130.0,325.0,78.0,2.28
19,female,151,51,moderate,maintenance,102.0,196.4,56.1,2.08
23,female,166,90,sedentary,cutting,198.0,225.0,72.0,3.15
28,male,195,88,moderate,bulking,176.0,484.0,116.2,3.38
54,male,156,97,active,bulking,194.0,606.2,145.5,4.0
32,male,162,97,moderate,bulking,194.0,533.5,128.0,3.7
44,female,168,45,moderate,cutting,99.0,123.8,39.6,1.88
35,female,187,84,moderate,bulking,168.0,462.0,110.9,3.24
54,female,196,87,sedentary,maintenance,174.0,304.5,87.0,3.05
57,male,173,59,sedentary,cutting,129.8,147.5,47.2,2.07
35,male,179,88,moderate,cutting,193.6,242.0,77.4,3.38
57,female,173,78,sedentary,bulking,156.0,390.0,93.6,2.73
22,male,159,51,moderate,cutting,112.2,140.2,44.9,2.08
18,male,179,66,active,cutting,145.2,206.2,66.0,2.91
36,female,165,73,active,bulking,146.0,456.2,109.5,3.16
47,female,183,95,active,cutting,209.0,296.9,95.0,3.93
42,female,154,80,active,cutting,176.0,250.0,80.0,3.4
